"participant","trialNum","heelStrikes.time"
"1",2,119.511
"1",4,119.5515
"1",5,119.6501
"1",6,119.355
"1",7,119.974
"1",7,119.655
"1",8,81.54
"1",8,82.1959999999999
"1",9,56.096
"1",9,57.5060000000001
"1",9,115.723
"1",9,117.234
"1",9,118.707
"1",10,85.4490000000001
"1",10,86.8040000000001
"1",11,119.449
"2",5,119.2265
"2",7,26.7541
"2",7,29.8861000000001
"2",7,44.9126
"2",7,46.2456
"2",7,91.4015000000001
"2",7,92.9791
"2",7,111.737
"2",7,113.3581
"2",7,118.0668
"2",7,119.2332
"2",8,113.687
"2",8,114.375
"2",9,85.2379999999998
"2",9,86.8919999999998
"2",9,119.622
"2",10,91.989
"2",10,93.511
"2",11,30.4739999999999
"2",11,31.9959999999999
"2",11,56.7289999999998
"2",11,58.2829999999999
"2",2,119.3194
"3",4,119.156
"3",4,119.622
"3",5,59.9940000000001
"3",5,87.692
"3",5,119.044
"3",7,119.045
"3",7,119.91
"3",8,29.1749999999997
"3",8,70.0439999999999
"3",8,119.141
"3",9,80.527
"3",10,119.811
"3",11,106.05
"4",11,85.6729999999998
"4",10,119.644
"4",10,27.864
"4",10,27.1420000000003
"4",10,35.5390000000002
"4",9,77.3519999999999
"4",9,78.3409999999999
"4",9,119.471
"4",9,111.691
"4",8,119.856
"4",8,119.945
"4",2,9.91416
"4",2,27.32769
"4",2,85.66702
"4",2,87.21052
"4",2,96.16202
"4",2,96.80632
"4",2,119.28482
"4",3,118.2415
"4",3,118.796
"4",3,119.3187
"4",3,75.3867
"4",3,76.7641
"4",3,52.6308
"4",4,39.8805
"4",4,113.5746
"4",4,119.9097
"4",5,119.7515
"4",5,39.9925000000001
"4",5,40.4259000000001
"4",6,109.937
"4",7,119.766
"4",7,55.2630000000001
"4",7,56.0840000000001
"4",8,12.9279999999999
"4",8,35.6950000000002
"4",8,75.8209999999999
"4",8,76.998
"4",8,81.018
"4",8,82.194
"4",8,87.5259999999998
"4",8,88.826
"4",9,63.259
"4",9,56.4389999999999
"4",10,34.0500000000002
"1",1,1.89580000000001
"1",2,96.4200000000001
"1",3,119.703
"1",3,99.079
"1",3,99.809
"1",3,49.866
"1",4,25.8099
"1",4,61.6885
"1",6,47.1559999999999
"1",7,94.067
"1",9,117.223
"1",9,95.2990000000002
"1",9,73.3210000000001
"1",9,67.7460000000001
"1",9,53.5530000000001
"1",10,50.9210000000003
"1",10,86.7930000000001
"1",10,106.717
"1",10,114.836
"2",11,9.41699999999992
"2",11,10.761
"2",11,14.1489999999999
"2",11,18.213
"2",10,70.2440000000001
"2",9,71.366
"2",8,118.196
"2",8,24.787
"2",7,10.384
"2",7,44.0686000000001
"2",6,74.6644
"2",6,45.2007000000001
"2",5,108.0431
"2",4,119.82144
"2",4,73.14324
"2",3,43.9559999999999
"2",3,105.506
"2",3,118.762
"2",3,119.829
"2",2,110.8634
"2",2,111.5404
"2",1,119.3172
"1",1,17.6403
"1",1,32.6926
"1",1,58.0817000000001
"1",1,55.8732
"1",1,77.6693
"3",2,53.4079999999999
"3",2,84.3185
"3",2,85.1722
"3",2,119.1932
"3",3,119.689
"3",3,79.8850000000001
"3",5,105.595
"3",11,119.422
"4",6,119.377
"4",5,119.2224
"4",2,44.20882
"4",2,26.51187
"4",2,10.69706
"4",2,12.94539
"4",2,7.09682
"4",2,9.15074000000001
"4",1,13.3252
"4",1,14.1845
"4",1,54.7354999999999
"4",1,80.0588
